pid,survived,pclass,Mr.,Mrs.,Miss.,Master.,sex,age,age_unknown,sibling/spouse,parent,fare_unknown,cabin_unknown,onedie,onesur,family
594,0,3,0,0,1,0,1,18,1,0,1,0,1,0,0,0
595,0,2,1,0,0,0,0,37,0,1,0,0,1,0,0,0
596,0,3,1,0,0,0,0,36,0,1,1,0,1,1,0,1
597,1,2,0,0,1,0,1,18,1,0,0,0,1,1,1,1
598,0,3,1,0,0,0,0,49,0,0,0,1,1,1,1,1
599,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
600,1,1,0,0,0,0,0,49,0,1,0,0,0,0,1,1
601,1,2,0,1,0,0,1,24,0,1,1,0,1,1,0,1
602,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
603,0,1,1,0,0,0,0,18,1,0,0,0,1,0,0,0
604,0,3,1,0,0,0,0,44,0,0,0,0,1,0,0,0
605,1,1,1,0,0,0,0,35,0,0,0,0,1,0,0,0
606,0,3,1,0,0,0,0,36,0,1,0,0,1,0,0,0
607,0,3,1,0,0,0,0,30,0,0,0,0,1,0,0,0
608,1,1,1,0,0,0,0,27,0,0,0,0,1,0,0,0
609,1,2,0,1,0,0,1,22,0,1,1,0,1,1,1,1
610,1,1,0,0,1,0,1,40,0,0,0,0,0,1,1,1
611,0,3,0,1,0,0,1,39,0,1,1,0,1,1,0,1
612,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
613,1,3,0,0,1,0,1,18,1,1,0,0,1,0,1,1
614,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
615,0,3,1,0,0,0,0,35,0,0,0,0,1,0,0,0
616,1,2,0,0,1,0,1,24,0,1,1,0,1,0,1,1
617,0,3,1,0,0,0,0,34,0,1,1,0,1,1,0,1
618,0,3,0,1,0,0,1,26,0,1,0,0,1,1,0,1
619,1,2,0,0,1,0,1,4,0,1,1,0,0,0,1,1
620,0,2,1,0,0,0,0,26,0,0,0,0,1,0,0,0
621,0,3,1,0,0,0,0,27,0,1,0,0,1,0,1,1
622,1,1,1,0,0,0,0,42,0,1,0,0,0,0,0,0
623,1,3,1,0,0,0,0,20,0,1,1,0,1,0,1,1
624,0,3,1,0,0,0,0,21,0,0,0,0,1,0,0,0
625,0,3,1,0,0,0,0,21,0,0,0,0,1,1,0,1
626,0,1,1,0,0,0,0,61,0,0,0,0,0,0,0,0
627,0,2,0,0,0,0,0,57,0,0,0,0,1,0,0,0
628,1,1,0,0,1,0,1,21,0,0,0,0,0,0,1,1
629,0,3,1,0,0,0,0,26,0,0,0,0,1,0,0,0
630,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
631,1,1,1,0,0,0,0,80,0,0,0,0,0,0,0,0
632,0,3,1,0,0,0,0,51,0,0,0,0,1,0,0,0
633,1,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0
634,0,1,1,0,0,0,0,18,1,0,0,1,1,0,0,0
635,0,3,0,0,1,0,1,9,0,1,1,0,1,1,0,1
636,1,2,0,0,1,0,1,28,0,0,0,0,1,0,0,0
637,0,3,1,0,0,0,0,32,0,0,0,0,1,0,0,0
638,0,2,1,0,0,0,0,31,0,1,1,0,1,0,1,1
639,0,3,0,1,0,0,1,41,0,0,1,0,1,1,0,1
640,0,3,1,0,0,0,0,18,1,1,0,0,1,0,1,1
641,0,3,1,0,0,0,0,20,0,0,0,0,1,0,0,0
642,1,1,0,0,0,0,1,24,0,0,0,0,0,0,1,1
643,0,3,0,0,1,0,1,2,0,1,1,0,1,1,0,1
644,1,3,1,0,0,0,0,18,1,0,0,0,1,1,1,1
645,1,3,0,0,1,0,1,0,0,1,1,0,1,0,1,1
646,1,1,1,0,0,0,0,48,0,1,0,0,0,0,1,1
647,0,3,1,0,0,0,0,19,0,0,0,0,1,0,0,0
648,1,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0
649,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
650,1,3,0,0,1,0,1,23,0,0,0,0,1,0,0,0
651,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
652,1,2,0,0,1,0,1,18,0,0,1,0,1,0,1,1
653,0,3,1,0,0,0,0,21,0,0,0,0,1,0,0,0
654,1,3,0,0,1,0,1,18,1,0,0,0,1,0,0,0
655,0,3,0,0,1,0,1,18,0,0,0,0,1,0,0,0
656,0,2,1,0,0,0,0,24,0,1,0,0,1,1,0,1
657,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
658,0,3,0,1,0,0,1,32,0,1,1,0,1,1,0,1
659,0,2,1,0,0,0,0,23,0,0,0,0,1,0,0,0
660,0,1,1,0,0,0,0,58,0,0,1,0,0,0,1,1
661,1,1,0,0,0,0,0,50,0,1,0,0,1,0,1,1
662,0,3,1,0,0,0,0,40,0,0,0,0,1,0,0,0
663,0,1,1,0,0,0,0,47,0,0,0,0,0,0,0,0
664,0,3,1,0,0,0,0,36,0,0,0,0,1,0,0,0
665,1,3,1,0,0,0,0,20,0,1,0,0,1,0,0,0
666,0,2,1,0,0,0,0,32,0,1,0,0,1,1,0,1
667,0,2,1,0,0,0,0,25,0,0,0,0,1,0,0,0
668,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
669,0,3,1,0,0,0,0,43,0,0,0,0,1,0,0,0
670,1,1,0,1,0,0,1,18,1,1,0,0,0,0,1,1
671,1,2,0,1,0,0,1,40,0,1,1,0,1,1,0,1
672,0,1,1,0,0,0,0,31,0,1,0,0,0,0,0,0
673,0,2,1,0,0,0,0,70,0,0,0,0,1,0,0,0
674,1,2,1,0,0,0,0,31,0,0,0,0,1,0,0,0
675,0,2,1,0,0,0,0,18,1,0,0,1,1,0,0,0
676,0,3,1,0,0,0,0,18,0,0,0,0,1,0,0,0
677,0,3,1,0,0,0,0,24,0,0,0,0,1,0,0,0
678,1,3,0,0,1,0,1,18,0,0,0,0,1,0,0,0
679,0,3,0,1,0,0,1,43,0,1,1,0,1,1,0,1
680,1,1,1,0,0,0,0,36,0,0,1,0,0,0,1,1
681,0,3,0,0,1,0,1,18,1,0,0,0,1,0,0,0
682,1,1,1,0,0,0,0,27,0,0,0,0,0,0,1,1
683,0,3,1,0,0,0,0,20,0,0,0,0,1,0,0,0
684,0,3,1,0,0,0,0,14,0,1,1,0,1,1,0,1
685,0,2,1,0,0,0,0,60,0,1,1,0,1,0,1,1
686,0,2,1,0,0,0,0,25,0,1,1,0,1,0,1,1
687,0,3,1,0,0,0,0,14,0,1,1,0,1,1,0,1
688,0,3,1,0,0,0,0,19,0,0,0,0,1,0,0,0
689,0,3,1,0,0,0,0,18,0,0,0,0,1,0,0,0
690,1,1,0,0,1,0,1,15,0,0,1,0,0,0,1,1
691,1,1,1,0,0,0,0,31,0,1,0,0,0,0,1,1
692,1,3,0,0,1,0,1,4,0,0,1,0,1,0,0,0
693,1,3,1,0,0,0,0,18,1,0,0,0,1,1,1,1
694,0,3,1,0,0,0,0,25,0,0,0,0,1,0,0,0
695,0,1,0,0,0,0,0,60,0,0,0,0,1,0,0,0
696,0,2,1,0,0,0,0,52,0,0,0,0,1,0,0,0
697,0,3,1,0,0,0,0,44,0,0,0,0,1,0,0,0
698,1,3,0,0,1,0,1,18,1,0,0,0,1,0,0,0
699,0,1,1,0,0,0,0,49,0,1,1,0,0,0,1,1
700,0,3,1,0,0,0,0,42,0,0,0,0,0,0,0,0
701,1,1,0,1,0,0,1,18,0,1,0,0,0,1,1,1
702,1,1,1,0,0,0,0,35,0,0,0,0,0,0,0,0
703,0,3,0,0,1,0,1,18,0,0,1,0,1,1,0,1
704,0,3,1,0,0,0,0,25,0,0,0,0,1,0,0,0
705,0,3,1,0,0,0,0,26,0,1,0,0,1,0,0,0
706,0,2,1,0,0,0,0,39,0,0,0,0,1,0,1,1
707,1,2,0,1,0,0,1,45,0,0,0,0,1,0,0,0
708,1,1,1,0,0,0,0,42,0,0,0,0,0,0,0,0
709,1,1,0,0,1,0,1,22,0,0,0,0,1,1,1,1
710,1,3,0,0,0,1,0,18,1,1,1,0,1,0,1,1
711,1,1,0,0,0,0,1,24,0,0,0,0,0,0,0,0
712,0,1,1,0,0,0,0,18,1,0,0,0,0,0,0,0
713,1,1,1,0,0,0,0,48,0,1,0,0,0,0,1,1
714,0,3,1,0,0,0,0,29,0,0,0,0,1,0,0,0
715,0,2,1,0,0,0,0,52,0,0,0,0,1,1,0,1
716,0,3,1,0,0,0,0,19,0,0,0,0,0,0,0,0
717,1,1,0,0,1,0,1,38,0,0,0,0,0,1,1,1
718,1,2,0,0,1,0,1,27,0,0,0,0,0,0,0,0
719,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
720,0,3,1,0,0,0,0,33,0,0,0,0,1,0,0,0
721,1,2,0,0,1,0,1,6,0,0,1,0,1,1,1,1
722,0,3,1,0,0,0,0,17,0,1,0,0,1,0,0,0
723,0,2,1,0,0,0,0,34,0,0,0,0,1,0,0,0
724,0,2,1,0,0,0,0,50,0,0,0,0,1,0,0,0
725,1,1,1,0,0,0,0,27,0,1,0,0,0,0,1,1
726,0,3,1,0,0,0,0,20,0,0,0,0,1,0,0,0
727,1,2,0,1,0,0,1,30,0,1,0,0,1,1,0,1
728,1,3,0,0,1,0,1,18,1,0,0,0,1,0,0,0
729,0,2,1,0,0,0,0,25,0,1,0,0,1,0,0,0
730,0,3,0,0,1,0,1,25,0,1,0,0,1,0,0,0
731,1,1,0,0,1,0,1,29,0,0,0,0,0,0,1,1
732,0,3,1,0,0,0,0,11,0,0,0,0,1,0,1,1
733,0,2,1,0,0,0,0,18,1,0,0,1,1,0,0,0
734,0,2,1,0,0,0,0,23,0,0,0,0,1,0,0,0
735,0,2,1,0,0,0,0,23,0,0,0,0,1,0,0,0
736,0,3,1,0,0,0,0,28,0,0,0,0,1,1,0,1
737,0,3,0,1,0,0,1,48,0,1,1,0,1,1,0,1
738,1,1,1,0,0,0,0,35,0,0,0,0,0,0,1,1
739,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
740,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
741,1,1,1,0,0,0,0,18,1,0,0,0,0,0,0,0
742,0,1,1,0,0,0,0,36,0,1,0,0,0,0,1,1
743,1,1,0,0,1,0,1,21,0,1,1,0,0,0,1,1
744,0,3,1,0,0,0,0,24,0,1,0,0,1,0,0,0
745,1,3,1,0,0,0,0,31,0,0,0,0,1,0,0,0
746,0,1,0,0,0,0,0,70,0,1,1,0,0,0,1,1
747,0,3,1,0,0,0,0,16,0,1,1,0,1,0,1,1
748,1,2,0,0,1,0,1,30,0,0,0,0,1,0,0,0
749,0,1,1,0,0,0,0,19,0,1,0,0,0,0,0,0
750,0,3,1,0,0,0,0,31,0,0,0,0,1,0,0,0
751,1,2,0,0,1,0,1,4,0,1,1,0,1,0,0,0
752,1,3,0,0,0,1,0,6,0,0,1,0,0,0,1,1
753,0,3,1,0,0,0,0,33,0,0,0,0,1,0,0,0
754,0,3,1,0,0,0,0,23,0,0,0,0,1,0,0,0
755,1,2,0,1,0,0,1,48,0,1,1,0,1,0,1,1
756,1,2,0,0,0,1,0,0,0,1,1,0,1,0,1,1
757,0,3,1,0,0,0,0,28,0,0,0,0,1,0,0,0
758,0,2,1,0,0,0,0,18,0,0,0,0,1,0,0,0
759,0,3,1,0,0,0,0,34,0,0,0,0,1,0,0,0
760,1,1,0,0,0,0,1,33,0,0,0,0,0,0,1,1
761,0,3,1,0,0,0,0,18,1,0,0,0,1,1,0,1
762,0,3,1,0,0,0,0,41,0,0,0,0,1,0,0,0
763,1,3,1,0,0,0,0,20,0,0,0,0,1,0,0,0
764,1,1,0,1,0,0,1,36,0,1,1,0,0,0,1,1
765,0,3,1,0,0,0,0,16,0,0,0,0,1,0,0,0
766,1,1,0,1,0,0,1,51,0,1,0,0,0,0,1,1
767,0,1,0,0,0,0,0,18,1,0,0,0,1,0,0,0
768,0,3,0,0,1,0,1,30,0,0,0,0,1,0,0,0
769,0,3,1,0,0,0,0,18,1,1,0,0,1,1,1,1
770,0,3,1,0,0,0,0,32,0,0,0,0,1,0,0,0
771,0,3,1,0,0,0,0,24,0,0,0,0,1,0,0,0
772,0,3,1,0,0,0,0,48,0,0,0,0,1,0,0,0
773,0,2,0,1,0,0,1,57,0,0,0,0,0,1,0,1
774,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
775,1,2,0,1,0,0,1,54,0,1,1,0,1,0,0,0
776,0,3,1,0,0,0,0,18,0,0,0,0,1,0,0,0
777,0,3,1,0,0,0,0,18,1,0,0,0,0,0,0,0
778,1,3,0,0,1,0,1,5,0,0,0,0,1,0,1,1
779,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
780,1,1,0,1,0,0,1,43,0,0,1,0,0,0,1,1
781,1,3,0,0,1,0,1,13,0,0,0,0,1,0,0,0
782,1,1,0,1,0,0,1,17,0,1,0,0,0,0,1,1
783,0,1,1,0,0,0,0,29,0,0,0,0,0,0,0,0
784,0,3,1,0,0,0,0,18,1,1,1,0,1,1,0,1
785,0,3,1,0,0,0,0,25,0,0,0,0,1,0,0,0
786,0,3,1,0,0,0,0,25,0,0,0,0,1,0,0,0
787,1,3,0,0,1,0,1,18,0,0,0,0,1,0,0,0
788,0,3,0,0,0,1,0,8,0,1,1,0,1,1,0,1
789,1,3,0,0,0,1,0,1,0,1,1,0,1,1,0,1
790,0,1,1,0,0,0,0,46,0,0,0,0,0,1,0,1
791,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
792,0,2,1,0,0,0,0,16,0,0,0,0,1,1,0,1
793,0,3,0,0,1,0,1,18,1,1,1,0,1,1,0,1
794,0,1,1,0,0,0,0,18,1,0,0,0,1,0,0,0
795,0,3,1,0,0,0,0,25,0,0,0,0,1,0,0,0
796,0,2,1,0,0,0,0,39,0,0,0,0,1,0,0,0
797,1,1,0,0,0,0,1,49,0,0,0,0,0,0,0,0
798,1,3,0,1,0,0,1,31,0,0,0,0,1,0,0,0
799,0,3,1,0,0,0,0,30,0,0,0,0,1,0,0,0
800,0,3,0,1,0,0,1,30,0,1,1,0,1,1,0,1
801,0,2,1,0,0,0,0,34,0,0,0,0,1,1,0,1
802,1,2,0,1,0,0,1,31,0,1,1,0,1,1,1,1
803,1,1,0,0,0,1,0,11,0,1,1,0,0,0,1,1
804,1,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0
805,1,3,1,0,0,0,0,27,0,0,0,0,1,0,0,0
806,0,3,1,0,0,0,0,31,0,0,0,0,1,0,0,0
807,0,1,1,0,0,0,0,39,0,0,0,1,0,0,0,0
808,0,3,0,0,1,0,1,18,0,0,0,0,1,0,0,0
809,0,2,1,0,0,0,0,39,0,0,0,0,1,0,0,0
810,1,1,0,1,0,0,1,33,0,1,0,0,0,0,1,1
811,0,3,1,0,0,0,0,26,0,0,0,0,1,0,0,0
812,0,3,1,0,0,0,0,39,0,0,0,0,1,1,0,1
813,0,2,1,0,0,0,0,35,0,0,0,0,1,0,0,0
814,0,3,0,0,1,0,1,6,0,1,1,0,1,1,0,1
815,0,3,1,0,0,0,0,30,0,0,0,0,1,0,0,0
816,0,1,1,0,0,0,0,18,1,0,0,1,0,0,0,0
817,0,3,0,0,1,0,1,23,0,0,0,0,1,0,0,0
818,0,2,1,0,0,0,0,31,0,1,1,0,1,0,1,1
819,0,3,1,0,0,0,0,43,0,0,0,0,1,0,0,0
820,0,3,0,0,0,1,0,10,0,1,1,0,1,1,0,1
821,1,1,0,1,0,0,1,52,0,1,1,0,0,0,1,1
822,1,3,1,0,0,0,0,27,0,0,0,0,1,0,0,0
823,0,1,0,0,0,0,0,38,0,0,0,1,1,0,0,0
824,1,3,0,1,0,0,1,27,0,0,1,0,0,0,1,1
825,0,3,0,0,0,1,0,2,0,1,1,0,1,1,0,1
826,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
827,0,3,1,0,0,0,0,18,1,0,0,0,1,1,1,1
828,1,2,0,0,0,1,0,1,0,0,1,0,1,1,0,1
829,1,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
830,1,1,0,1,0,0,1,62,0,0,0,0,0,0,1,1
831,1,3,0,1,0,0,1,15,0,1,0,0,1,1,0,1
832,1,2,0,0,0,1,0,0,0,1,1,0,1,0,1,1
833,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
834,0,3,1,0,0,0,0,23,0,0,0,0,1,0,0,0
835,0,3,1,0,0,0,0,18,0,0,0,0,1,0,0,0
836,1,1,0,0,1,0,1,39,0,1,1,0,0,0,0,0
837,0,3,1,0,0,0,0,21,0,0,0,0,1,0,0,0
838,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
839,1,3,1,0,0,0,0,32,0,0,0,0,1,1,1,1
840,1,1,1,0,0,0,0,18,1,0,0,0,0,0,0,0
841,0,3,1,0,0,0,0,20,0,0,0,0,1,0,0,0
842,0,2,1,0,0,0,0,16,0,0,0,0,1,1,0,1
843,1,1,0,0,1,0,1,30,0,0,0,0,1,1,0,1
844,0,3,1,0,0,0,0,34,0,0,0,0,1,0,0,0
845,0,3,1,0,0,0,0,17,0,0,0,0,1,0,0,0
846,0,3,1,0,0,0,0,42,0,0,0,0,1,0,0,0
847,0,3,1,0,0,0,0,18,1,1,1,0,1,1,0,1
848,0,3,1,0,0,0,0,35,0,0,0,0,1,0,0,0
849,0,2,0,0,0,0,0,28,0,0,1,0,1,0,1,1
850,1,1,0,1,0,0,1,18,1,1,0,0,0,0,1,1
851,0,3,0,0,0,1,0,4,0,1,1,0,1,1,0,1
852,0,3,1,0,0,0,0,74,0,0,0,0,1,0,0,0
853,0,3,0,0,1,0,1,9,0,1,1,0,1,1,0,1
854,1,1,0,0,1,0,1,16,0,0,1,0,0,0,0,0
855,0,2,0,1,0,0,1,44,0,1,0,0,1,1,0,1
856,1,3,0,1,0,0,1,18,0,0,1,0,1,0,0,0
857,1,1,0,1,0,0,1,45,0,1,1,0,1,0,1,1
858,1,1,1,0,0,0,0,51,0,0,0,0,0,0,0,0
859,1,3,0,1,0,0,1,24,0,0,1,0,1,0,1,1
860,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
861,0,3,1,0,0,0,0,41,0,1,0,0,1,0,0,0
862,0,2,1,0,0,0,0,21,0,1,0,0,1,0,0,0
863,1,1,0,1,0,0,1,48,0,0,0,0,0,0,0,0
864,0,3,0,0,1,0,1,18,1,1,1,0,1,1,0,1
865,0,2,1,0,0,0,0,24,0,0,0,0,1,0,0,0
866,1,2,0,1,0,0,1,42,0,0,0,0,1,0,0,0
867,1,2,0,0,1,0,1,27,0,1,0,0,1,0,0,0
868,0,1,1,0,0,0,0,31,0,0,0,0,0,0,0,0
869,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
870,1,3,0,0,0,1,0,4,0,1,1,0,1,0,1,1
871,0,3,1,0,0,0,0,26,0,0,0,0,1,0,0,0
872,1,1,0,1,0,0,1,47,0,1,1,0,0,0,1,1
873,0,1,1,0,0,0,0,33,0,0,0,0,0,0,0,0
874,0,3,1,0,0,0,0,47,0,0,0,0,1,0,0,0
875,1,2,0,1,0,0,1,28,0,1,0,0,1,1,0,1
876,1,3,0,0,1,0,1,15,0,0,0,0,1,0,0,0
877,0,3,1,0,0,0,0,20,0,0,0,0,1,1,0,1
878,0,3,1,0,0,0,0,19,0,0,0,0,1,0,0,0
879,0,3,1,0,0,0,0,18,1,0,0,0,1,0,0,0
880,1,1,0,1,0,0,1,56,0,0,1,0,0,0,1,1
881,1,2,0,1,0,0,1,25,0,0,1,0,1,0,1,1
882,0,3,1,0,0,0,0,33,0,0,0,0,1,0,0,0
883,0,3,0,0,1,0,1,22,0,0,0,0,1,0,0,0
884,0,2,1,0,0,0,0,28,0,0,0,0,1,0,0,0
885,0,3,1,0,0,0,0,25,0,0,0,0,1,0,0,0
886,0,3,0,1,0,0,1,39,0,0,1,0,1,1,0,1
887,0,2,0,0,0,0,0,27,0,0,0,0,1,0,0,0
888,1,1,0,0,1,0,1,19,0,0,0,0,0,0,0,0
889,0,3,0,0,1,0,1,18,1,1,1,0,1,1,0,1
890,1,1,1,0,0,0,0,26,0,0,0,0,0,0,0,0
891,0,3,1,0,0,0,0,32,0,0,0,0,1,0,0,0
